dataflow,country,indicator,sex_sex,year,value,unit_multiplier_unit_multiplier,unit_measure_unit_of_measure,obs_status_observation_status,obs_conf_observation_confidentaility,lower_bound_lower_bound,upper_bound_upper_bound,wgtd_sampl_size_weighted_sample_size,obs_footnote_observation_footnote,series_footnote_series_footnote,data_source_data_source,source_link_citation_of_or_link_to_the_data_source,custodian_custodian,time_period_method_time_period_activity_related_to_when_the_data_are_collected,ref_period_reference_period,coverage_time_the_period_of_time_for_which_data_are_provided,age_current_age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern urope and entral sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,99.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,77.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,78.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,79.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,80.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern editerranean,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,81,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,95.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,96,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,95.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,95.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhastern sia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,96.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,67.3,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,70.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,72.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,74.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,76.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,65.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,68.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,71.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,73.7,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, astern and outhern frica,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,75.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of entral frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,73.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of entral frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,74.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of entral frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,76.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of entral frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,77.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of entral frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,78.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates  ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,54.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates  ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,56.1,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates  ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,57.6,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates  ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,59.2,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates  ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,60.8,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,55.9,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,57.4,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,59,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,60.5,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, conomic ommunity of est frican tates ,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2022,62,0: Units,PCNT: %,RA: Reanalysed,F: Free,NA,NA,NA,Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024,NA,NA,EOF: End of fieldwork,NA,2000-2023,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, cuador,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,96,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife (Doctors, obstetrician and nurse)",NA,Registro Estadístico de Nacidos Vivos; Instituto Nacional de Estadística y Censos,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, cuador,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2019,97.2,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife (Doctors, obstetrician and nurse)",NA,Estadísticas Vitales: Registro Estadístico de Nacidos Vivos y Defunciones 2020. Quito: Instituto Nacional de Estadística y Censos (INEC); 2021 (in Spanish).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, cuador,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2020,96.3,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife (Doctors, obstetrician and nurse)",NA,Registro Estadístico de Nacidos Vivos; Instituto Nacional de Estadística y Censos,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, gypt,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2021,97.1,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",NA,Egypt Family Health Survey (EFHS) 2021.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators, l alvador,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,_T: Total,2018,99.9,0: Units,PCNT: %,RP: Reported,F: Free,NA,NA,NA,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",NA,Informe de Labores 2018-2019. San Salvador: Ministerio de Salud de El Salvador; 2019 (in Spanish).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1),NA,EOF: End of fieldwork,NA,2003-2021,Y15T49: 15 to 49 years old
